Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-07-11 00:00:00-04:00,5612.254542623237,5749.338975580799,5590.889488471875,5542.079223942659,4020950000,0.0,0.0
2024-07-12 00:00:00-04:00,5614.605611058487,5577.618736899763,5512.226682051537,5607.764278982488,3700280000,0.0,0.0
2024-07-15 00:00:00-04:00,5636.83928990294,5619.610096047851,5638.367536383521,5572.031866616113,3620470000,0.0,0.0
2024-07-16 00:00:00-04:00,5593.963922661493,5559.28936932082,,5731.4155236720135,4041760000,0.0,0.0
2024-07-17 00:00:00-04:00,5696.2195855692025,5612.996822665078,5645.54925702842,5593.898119624101,4246450000,0.0,0.0
2024-07-18 00:00:00-04:00,,5603.836400175215,5571.205006219526,5580.1757279188005,4007510000,0.0,0.0
2024-07-19 00:00:00-04:00,5533.21556204738,5626.8514381866225,,5601.975350672629,3760570000,0.0,0.0
2024-07-22 00:00:00-04:00,5538.3305549386205,,5480.527967703475,5599.933142414168,3375180000,0.0,0.0
2024-07-23 00:00:00-04:00,5673.642461182321,5673.793752690408,5469.39991081812,5476.466394636097,3500210000,0.0,0.0
2024-07-24 00:00:00-04:00,5427.617676198967,5451.501304302701,,5341.477154196914,3945550000,0.0,0.0
2024-07-25 00:00:00-04:00,5385.8635729533935,5524.349559796097,5331.900673727005,5330.437758410247,4592120000,0.0,0.0
2024-07-29 00:00:00-04:00,5419.635265568152,5540.872460931215,5523.525576681275,5386.154709394596,3379970000,0.0,0.0
2024-07-30 00:00:00-04:00,5479.087015206379,5410.146858167027,5424.865711860814,,3777740000,0.0,0.0
2024-07-31 00:00:00-04:00,5428.906433783753,5590.457565064526,5480.257135248478,5626.433423986158,4546910000,0.0,0.0
2024-08-01 00:00:00-04:00,5447.35379932686,,5356.953578373876,5542.163661485858,4703620000,0.0,0.0
2024-08-02 00:00:00-04:00,5480.868438196829,5455.768154808708,5336.398706339609,5370.149744022198,5156450000,0.0,0.0
2024-08-05 00:00:00-04:00,,5262.072290517452,,5218.738970719819,5333250000,0.0,0.0
2024-08-06 00:00:00-04:00,5134.637865194277,5265.399704332269,5262.63074404206,5336.42083512012,4690190000,0.0,0.0
2024-08-07 00:00:00-04:00,5297.1960987269695,5424.110213514481,5130.128328557363,5142.724455807752,4558260000,0.0,0.0
2024-08-08 00:00:00-04:00,5180.71011558826,5402.315660452053,5205.927015316376,5329.757674881183,4016830000,0.0,0.0
2024-08-09 00:00:00-04:00,5308.735713789745,,5366.644315830327,5291.591934580144,3516400000,0.0,0.0
2024-08-12 00:00:00-04:00,5444.978059323696,,5315.361302479497,5417.7197017865565,3360160000,0.0,0.0
2024-08-13 00:00:00-04:00,5334.542935055309,5397.373607218778,5378.764766330533,,3648980000,0.0,0.0
2024-08-14 00:00:00-04:00,5485.91024365872,5355.4926597641115,5457.549153293866,5353.3793740083765,3380050000,0.0,0.0
2024-08-15 00:00:00-04:00,5553.923244823417,5460.571048943892,5421.590662487628,5645.743971783377,3723310000,0.0,0.0
2024-08-16 00:00:00-04:00,5486.528066060571,5484.582330551267,5448.7093356797905,5590.338667104637,3357690000,0.0,0.0
2024-08-19 00:00:00-04:00,5635.238527226202,5693.302081588173,5541.019135119399,5648.514466210493,3222050000,0.0,0.0
2024-08-20 00:00:00-04:00,5622.825722557183,5658.849748947335,5583.935991734992,5519.225483357524,2994420000,0.0,0.0
2024-08-21 00:00:00-04:00,5565.823570823122,5606.417888931193,5697.956732491099,5696.072799371243,3119670000,0.0,0.0
2024-08-22 00:00:00-04:00,5563.251561828894,5657.53220220705,5499.966053818875,5667.218940039705,2981530000,0.0,0.0
2024-08-23 00:00:00-04:00,5532.245215875711,5596.695658820975,5601.879888605139,5555.245525853293,3291940000,0.0,0.0
2024-08-26 00:00:00-04:00,5644.047296485287,5656.348944832666,5654.870215988064,5514.065703727717,2938570000,0.0,0.0
2024-08-27 00:00:00-04:00,5545.3519238171075,5708.494789013587,5492.587066729389,5554.054066842678,2798990000,0.0,0.0
2024-08-28 00:00:00-04:00,,5552.91818211289,5609.713307441599,5683.348307876211,3053450000,0.0,0.0
2024-08-29 00:00:00-04:00,5558.6256940204885,5688.437023974464,5534.922109320303,5610.890461278932,3065640000,0.0,0.0
2024-08-30 00:00:00-04:00,,5564.408012675461,5598.10458368163,5652.6681177202745,4185850000,0.0,0.0
2024-09-03 00:00:00-04:00,5593.460690912601,5669.749207318607,5401.963536909424,5421.115614029637,3866350000,0.0,0.0
2024-09-04 00:00:00-04:00,5607.025146147369,5570.988538489511,5476.17571774608,5577.7894593892715,3478140000,0.0,0.0
2024-09-05 00:00:00-04:00,5563.166102831997,5592.023223920942,5388.336536347216,5538.295231835331,3521650000,0.0,0.0
2024-09-06 00:00:00-04:00,5613.402749276472,5609.262352173256,5488.074165331358,5436.8095697625995,3822800000,0.0,0.0
2024-09-09 00:00:00-04:00,,5535.525615830627,5391.982312591841,5547.896981833337,3825940000,0.0,0.0
2024-09-10 00:00:00-04:00,5503.479782618046,5445.993561057634,5380.996411882604,5492.914576495175,3848180000,0.0,0.0
2024-09-11 00:00:00-04:00,5484.39860966279,5592.747964900834,5498.241082968331,5562.741264309806,3839450000,0.0,0.0
2024-09-12 00:00:00-04:00,5550.273436797714,5540.715092806693,,5575.432205054919,3655070000,0.0,0.0
2024-09-13 00:00:00-04:00,5528.343031338373,5628.868836628187,5508.285370393086,,3500790000,0.0,0.0
2024-09-16 00:00:00-04:00,5503.383960413083,5647.963894417799,5507.998880627752,5696.3446911805495,3437070000,0.0,0.0
2024-09-17 00:00:00-04:00,5739.644211457949,,5539.98917470509,5586.300096143853,3443600000,0.0,0.0
2024-09-18 00:00:00-04:00,5698.485078230563,,5625.324959611008,5555.984539947773,3691390000,0.0,0.0
2024-09-19 00:00:00-04:00,5657.057892232948,5706.647297197216,5778.883625538649,5743.474211829487,4024530000,0.0,0.0
2024-09-20 00:00:00-04:00,5666.227357920335,5672.6734418093265,5666.256955844566,5634.097137985061,7867260000,0.0,0.0
2024-09-24 00:00:00-04:00,5773.103708509318,5698.205862150444,5728.854573374148,5822.156667409203,3872710000,0.0,0.0
2024-09-25 00:00:00-04:00,,5631.122957473703,5808.1417261605975,5823.809536666355,3624910000,0.0,0.0
2024-09-26 00:00:00-04:00,5824.388701272593,5819.070850637633,5741.562817286066,5710.018648901861,4391180000,0.0,0.0
2024-09-27 00:00:00-04:00,5820.276648495148,5772.542667633533,5830.986740630979,,3898530000,0.0,0.0
2024-09-30 00:00:00-04:00,5733.70086037889,5759.879916290181,5648.808685759944,5842.399105138881,4425730000,0.0,0.0
2024-10-01 00:00:00-04:00,5665.722724309714,5849.703512206202,5633.350183845766,5608.800197638602,4025180000,0.0,0.0
2024-10-02 00:00:00-04:00,,5709.875342339301,5590.273524733697,5758.097534351998,3829050000,0.0,0.0
2024-10-03 00:00:00-04:00,5724.7512619300915,5792.416012715856,,5804.633313728124,3597450000,0.0,0.0
2024-10-04 00:00:00-04:00,5663.130315482566,5676.9312784138165,5789.073498491779,5793.648096297554,3479400000,0.0,0.0
2024-10-07 00:00:00-04:00,5778.896025264733,5749.463494050427,5732.947789900436,5637.570109193005,3637790000,0.0,0.0
2024-10-09 00:00:00-04:00,5742.238950999465,5782.454242587645,5857.936829803641,5766.4030476081525,3650340000,0.0,0.0
2024-10-10 00:00:00-04:00,5685.047259895785,5817.836309089922,5731.845969316647,5843.194807979234,3208790000,0.0,0.0
2024-10-11 00:00:00-04:00,5727.7477248316,5838.930415671861,5885.30768718601,5818.9170296727925,3208720000,0.0,0.0
2024-10-14 00:00:00-04:00,5731.610856975525,5936.333373953517,5793.359684095897,5901.7382252981415,3005250000,0.0,0.0
2024-10-15 00:00:00-04:00,5796.543295665268,5946.361188797274,,5907.688890267971,3882120000,0.0,0.0
2024-10-16 00:00:00-04:00,5729.772716686887,5814.8934439516515,5908.464797868307,5860.479874684431,3467230000,0.0,0.0
2024-10-17 00:00:00-04:00,5988.659961048302,5886.06416279211,5849.5721765680455,5767.477243831298,3480010000,0.0,0.0
2024-10-18 00:00:00-04:00,5965.135854065367,5854.987886015849,5778.922412112861,5803.883050840686,3374490000,0.0,0.0
2024-10-21 00:00:00-04:00,5884.14130438847,5941.512321553391,5809.015790106392,5856.669685824222,3407010000,0.0,0.0
2024-10-22 00:00:00-04:00,,5814.350585428503,,5831.864013984502,3342080000,0.0,0.0
2024-10-23 00:00:00-04:00,5738.598832265348,5932.558418668674,5672.581605944165,5715.342571381658,3532650000,0.0,0.0
2024-10-24 00:00:00-04:00,5863.971810642569,5862.282808470236,5796.298693680726,5900.114734201506,3543030000,0.0,0.0
2024-10-25 00:00:00-04:00,5750.572673302399,5767.700374921302,5769.102362401959,5825.644763844683,3501280000,0.0,0.0
2024-10-29 00:00:00-04:00,5843.537647695208,5958.1982442165945,5848.056485775746,5756.415531108141,3879100000,0.0,0.0
2024-10-30 00:00:00-04:00,5731.853695107518,5967.5889875235725,,5782.602172376961,3851120000,0.0,0.0
2024-10-31 00:00:00-04:00,5732.177808068745,5692.263005177986,5728.888201635448,5781.745142730802,4425660000,0.0,0.0
2024-11-01 00:00:00-04:00,5646.984080859736,5824.970561382289,5819.550860396481,,3796450000,0.0,0.0
2024-11-04 00:00:00-05:00,5655.97663635037,5750.524079232338,5759.260659078599,5612.901243820387,3602060000,0.0,0.0
2024-11-05 00:00:00-05:00,5823.045981376535,5876.394365828419,5651.9995177730625,5710.112658144553,3768310000,0.0,0.0
2024-11-06 00:00:00-05:00,5939.35407751235,5956.881059902145,5861.106536601939,,6329530000,0.0,0.0
2024-11-07 00:00:00-05:00,5992.734450110208,5945.9721169650265,6033.216385178744,6062.7506791184915,4925740000,0.0,0.0
2024-11-11 00:00:00-05:00,5921.766161499961,5954.736342391943,5873.408373650547,6086.658936243134,4333000000,0.0,0.0
2024-11-12 00:00:00-05:00,5900.281902369394,6022.727963532408,6071.145776050558,5913.137103158416,4243400000,0.0,0.0
2024-11-13 00:00:00-05:00,5896.791216288121,6093.275549733618,6024.411700296717,5908.052674921538,4220180000,0.0,0.0
2024-11-14 00:00:00-05:00,6026.493996646723,5940.30013796297,5921.897658967341,,4184570000,0.0,0.0
2024-11-15 00:00:00-05:00,5886.08930949586,5824.339945877083,5790.305845849618,5815.482494799304,4590960000,0.0,0.0
